,Customer,DBA Name,TDLR Number,City,State,Zip code
644,PERRY'S WRECKER SERVICE LLC,,006592972C,CLEVELAND,TX,77327
645,PERRY'S WRECKER SERVICE LLC,PERRY'S WRECKER SERVICE LLC,0659298VSF,CLEVELAND,TX,77327
646,PHIL THWEATT WRECKER SERVICE INC,,006508342C (Suspended!),BRYAN,TX,77806
647,PHIL THWEATT WRECKER SERVICE INC,,0650919VSF (Suspended!),BRYAN,TX,77806
648,PHOENIX COLLISION INC ALL-STAR WRECKER,,0645593VSF,ABILENE,TX,79602
649,PHOENIX COLLISION INC ALL-STAR WRECKER,TEXAS LONE STAR DBA ALL-STAR WRECKER SER,005396734C,ABILENE,TX,79602
650,PIAZZA WRECKER SERVICE LLC,,006600599C,ATLANTA,TX,75551
652,PINX WRECKER LLC,,006495252C,SAN ANTONIO,TX,78245
653,PJ'S WRECKER SERVICE,,005108517C,COLORADO CITY,TX,79512
654,PJ'S WRECKER SERVICE,,0514871VSF,COLORADO CITY,TX,79512
655,POPS WRECKER SERVICE LLC,,006585496C (Expired!),EDNA,TX,77957
656,PORTERFIELD'S WRECKER SERVICE,PORTERFIELD'S WRECKER SERVICE,006497974C (Suspended!),MARSHALL,TX,75670
657,PORTLAND AUTO & WRECKER SERVICE,,005148792C,PORTLAND,TX,78374
658,"POTEET WRECKER SERVICE, INC.",,005347199C,PASADENA,TX,77501
659,"POTEET WRECKER SERVICE, INC.",,0549100VSF,PASADENA,TX,77501
660,PREMIER & CENTRAL WRECKER SERVICE,,0529795VSF,MISSION,TX,78572
661,PREMIER WRECKER SERVICE,,005622835C,PALMVIEW,TX,78574
662,PRIORITY 1 WRECKER SERVICES LLC,,006567661C,HUMBLE,TX,77346
663,PRO WRECKER ENTERPRISES LLC,ALFA AUTO SERVICES,006506392C,SUGAR LAND,TX,77478
664,PRO WRECKER ENTERPRISES LLC,ALFA TOWING,006460905C,SUGAR LAND,TX,77478
665,PRO-CARE WRECKER SERVICE,,006180110C (Insurance not applied !),SPRING BRANCH,TX,78070
666,PRO-TOW WRECKER SERVICE,PRO TOW WRECKER,0000030825,LEWISVILLE,TX,75067
667,PROFESSIONAL WRECKER SERVICE,PROFESSIONAL WRECKER SERVICE,006520391C,SAN ANTONIO,TX,78212
668,PROMISEWRECKERSERVICESLLC,,006582403C,ODESSA,TX,79764
669,PRONTO WRECKER SERVICE,,0640524VSF,AUSTIN,TX,78758
670,PRONTO WRECKER SERVICE,,005145722C,AUSTIN,TX,78758
671,QUALITY WRECKER SERVICE INC,,0653820VSF,FRESNO,TX,77545
673,"QUALITY WRECKER SERVICE, INC.",,0641767VSF,FRESNO,TX,77545
674,R & M WRECKER SERVICE,,006461096C,BURNET,TX,78611
675,R & R WRECKER SERVICE,,005655248C (Expired!),BAY CITY,TX,77414
676,R & R WRECKER SERVICE,R & R WRECKER SERVICE,0573501VSF (Pending!),BAY CITY,TX,77414
677,R P WRECKER SERVICE,,005686223C (Expired!),WAXAHACHIE,TX,75165
678,R&M WRECKER SERVICE LLC,,0660142VSF,BURNET,TX,78611
679,RAKOWITZ WRECKER SERVICE LLC,OLD 181 WRECKER SERVICE,0658543VSF (Suspended!),KENEDY,TX,78119
680,RAKOWITZ WRECKER SERVICE LLC,OLD 181 WRECKER SERVICE,006585446C (Suspended!),KENEDY,TX,78119
681,RAMOS WRECKER SERVICE LLC,,005914938C,HOUSTON,TX,77035
682,RANDY'S WRECKER SERVICE,,0550233VSF,TAYLOR,TX,76574
683,RANDY'S WRECKER SERVICE,,005456668C,TAYLOR,TX,76574
684,RAYMOND WRECKER SERVICE,,005782945C,HOUSTON,TX,77015
685,"RAZORBACK WRECKER SERVICE, INC",,005966443C,TEXARKANA,AR,71854
686,RED RAIDER WRECKER INC,,006417455C,LUBBOCK,TX,79404
687,RED RAIDER WRECKER INC,,0641746VSF,LUBBOCK,TX,79404
688,RED RIVER WRECKER SERVICE,,006426070C,FULTON,AR,71838
689,"RED'S WRECKER SERVICE, INC.",,0508303VSF,PEARLAND,TX,77581
690,"RED'S WRECKER SERVICE, INC.",,005037289C,PEARLAND,TX,77584
691,REFLECTIVE WRECKER LLC,,006567252C (Suspended!),VON ORMY,TX,78073
692,RELIABLE WRECKER & ROADSIDE ASSISTANCE,,006584675C (Suspended!),COPPER CANYON,TX,75077
694,RELIABLE WRECKER & ROADSIDE ASSISTANCE,,006520851C (Expired!),GARLAND,TX,75041
695,RG 24/7 WRECKER SERVICE,RG 24/7 WRECKER SERVICE,006311858C,DALLAS,TX,75228
696,RICKEY'S WRECKER SERVICE,,005036979C,CONROE,TX,77385
697,RICKEY'S WRECKER SERVICE,,0001447VSF,CONROE,TX,77385
698,RICKY'S WRECKER,,005922178C,SEAGOVILLE,TX,75159
699,"RICKY'S WRECKER SERVICE, INC.",,0652493VSF,SEAGOVILLE,TX,75159
700,RILEY WRECKER SERVICE LLC,,006570824C,CORRIGAN,TX,75939
701,"RILEY WRECKER SERVICE, LLC",,0657083VSF,CORRIGAN,TX,75939
702,RIO TRAILER AND WRECKER SERVICE,RIO TRAILER SHOP,0000037199,DEL RIO,TX,78840
703,"RIO WRECKER SERVICE, LLC",,0649133VSF,PHARR,TX,78577
704,"RIO WRECKER SERVICE, LLC",,006486185C,PHARR,TX,78577
705,RIVER CITY WRECKER SERVICE,,006092914C,LLANO,TX,78643
706,RIVER CITY WRECKER SERVICE,,0609292VSF,LLANO,TX,78643
707,ROCHA'S WRECKER SERVICE,,006474085C,ENNIS,TX,75119
708,ROGER CABELLO WRECKER SERVICE,,0000405VSF,LAREDO,TX,78043
709,RONNIE'S WRECKER SERVICE,,005577789C,MARSHALL,TX,75670
710,"ROSADO'S WRECKER, LLC",,0659350VSF (Suspended!),SWEETWATER,TX,79556
711,ROY'S WRECKER SERVICE,,0646016VSF,JUNCTION,TX,76849
712,ROYAL WRECKER SERVICE INC,,006525615C,RICHMOND,TX,77469
713,ROYAL WRECKER SERVICE INC,,0652566VSF,RICHMOND,TX,77469
715,ROYAL WRECKER SERVICE INC,,0653348VSF,STAFFORD,TX,77477
716,SALAZAR WRECKER SERV.,,0595883VSF,MCALLEN,TX,78501
717,SALAZAR WRECKER SERVICE INC.,,006194631C,MCALLEN,TX,78501
718,SAND HILL WRECKER SERVICE LLC,,006540998C,CENTER,TX,75935
719,SAND HILL WRECKER SERVICE LLC,,0654181VSF,CENTER,TX,75935
720,SANTOS ALFARO DBA SANTOS WRECKER SERVICE,SANTOS WRECKER SERVICE,006429352C (Suspended!),BALCH SPRINGS,TX,75180
721,SANTOS WRECKER SERVICE LLC,,006587929C,BALCH SPRINGS,TX,75180
722,SAUCEDO'S WRECKER SERVICE,SAUCEDO WRECKER SERVICE VSF,0000036704,SAN MARCOS,TX,78666
723,SAUCEDO'S WRECKER SERVICE,SAUCEDO WRECKER SERVICE VSF,0532170VSF,SAN MARCOS,TX,78666
724,SAULS WRECKER SERVICE INC.,,0559796VSF,MC KINNEY,TX,75070
725,"SAULS WRECKER SERVICE, INC.",,005597012C,MC KINNEY,TX,75070
726,SE-RO III WRECKER SERVICE,SE-RO III WRECKER SERVICE,0650713VSF,MISSION,TX,78573
727,SERDA'S TOWING & WRECKER SERVICE,,006344761C,SAN ANTONIO,TX,78211
728,SHANAFELT WRECKER SERVICES LLC,,0657997VSF,SEGUIN,TX,78155
729,"SHANAFELT WRECKER SERVICES, LLC",,006579791C,SEGUIN,TX,78155
730,SHIPMAN'S WRECKING SERVICE INC,,005776594C,MULESHOE,TX,79347
731,SHIPMANS WRECKING SERVICE INC,,0650659VSF,MULESHOE,TX,79347
732,SID'S WRECKER SERVICE,,0570145VSF (Expired!),EDNA,TX,77957
733,SID'S WRECKER SERVICE,,005012318C,EDNA,TX,77957
734,SILVERSTAR WRECKER SVC LLC,,0652041VSF,WEATHERFORD,TX,76087
736,"SILVERSTAR WRECKER SVC, LLC",,006441861C,WEATHERFORD,TX,76087
737,"SIMONS, GUY, WRECKER SERVICE, INC",,0000037001,FORT WORTH,TX,76106
738,SKEETER'S WRECKER SERVICE INC.,,005653618C,WHITESBORO,TX,76273
739,SMITH BROTHERS WRECKER SERVICE,SMITH BROTHERS WRECKER SERVICE,006538576C (Insurance not applied !),JACKSONVILLE,TX,75766
740,"SOCO'S WRECKER SERVICE, LLC",,006557001C,DUNCANVILLE,TX,75137
741,SOLO WRECKER SERVICE,,006507361C,LUFKIN,TX,75902
742,SOUTH COUNTY WRECKER SERVICE LLC,QUIK TOW WRKR & SOUTH CNTY WRKER & STOR,006484013C,CONROE,TX,77385
743,SOUTH COUNTY WRECKER SERVICE LLC,,0656013VSF,CONROE,TX,77385
744,SOUTH WEST TN WRECKER,SOUTHWEST TN WRECKER SERVICES,006413142C (Insurance not applied !),HOUSTON,TX,77072
745,"SOUTHSIDE WRECKER, INC.",,0000036778,MANCHACA,TX,78652
746,"SOUTHSIDE WRECKER, INC.",TEXAN TOWING,006545952C,MANCHACA,TX,78652
747,"SOUTHSIDE WRECKER, INC.",ROUND UP TOWING,006545962C (Expired!),MANCHACA,TX,78652
748,SPANKY'S WRECKER SERVICE,,0653888VSF (Expired!),BEAUMONT,TX,77701
749,"SPANKY'S WRECKER SERVICE, INC.",,005035299C,BEAUMONT,TX,77701
750,SPARTAN WRECKER LLC,,006567372C,DALLAS,TX,75243
751,SPRING CREEK WRECKER SERVICE,SPRING CREEK STORAGE,0656611VSF (Expired!),MAGNOLIA,TX,77354
752,SPRING CREEK WRECKER SERVICE,SPRING CREEK WRECKER,006480752C,MAGNOLIA,TX,77354
753,STANLEY WRECKER SERVICE,,005010168C,RUSK,TX,75785
754,STATEWIDE WRECKER SERVICE INC,,0647320VSF,CORPUS CHRISTI,TX,78405
755,STATEWIDE WRECKER SERVICE INC,,006473214C,CORPUS CHRISTI,TX,78465
757,STOWE'S WRECKER SERVICE LLC,,005604783C,MONTGOMERY,TX,77356
758,STOWE'S WRECKER SERVICE LLC,,0657368VSF,MONTGOMERY,TX,77356
759,SUPERIOR WRECKER SERVICE LLC,,006539116C,ALIEF,TX,77411
760,SUTTIE'S WRECKER SERVICE,,005031099C,HOUSTON,TX,77269
761,TEXAN AUTO & WRECKER SERVICE,,005050181C,HOUSTON,TX,77280
762,TEXANS BEST WRECKER SERVICE LLC,TEXANS BEST WRECKER SERVICE,006531961C,HOUSTON,TX,77049
763,"TEXAS TOWING WRECKER SERVICE, INC.",,0000964VSF,FORT WORTH,TX,76107
764,"TEXAS TOWING WRECKER SERVICE, INC.",,005032139C,FT WORTH,TX,76107
765,TEXOMA WRECKER SERVICE,,005559897C,DENISON,TX,75021
766,TEXOMA WRECKER SERVICE,,0576975VSF,DENISON,TX,75020
767,TEXSTAR WRECKER SERVICE,,0642285VSF,CORPUS CHRISTI,TX,78415
768,THE WOODLANDS WRECKER SERVICE,"THE WOODLANDS TOWING, AW TOWING",006480341C,THE WOODLANDS,TX,77387
769,THE WRECKER MAN LLC,,006538726C (Expired!),NEW BRAUNFELS,TX,78132
770,THIRD COAST WRECKER INC.,,006556751C,SUGAR LAND,TX,77498
771,THIRD COAST WRECKER INC.,,0656463VSF,SUGAR LAND,TX,77498
772,THOMAS WRECKER SERVICE,,0657176VSF,FORT WORTH,TX,76104
773,THOMAS WRECKER SERVICE INC,,0630441VSF,FORT WORTH,TX,76104
774,"THOMAS WRECKER SERVICE, INC.",,006099684C,HALTOM CITY,TX,76117
775,"TILLERY WRECKER SERVICES, INC.",,000032038C,GIDDINGS,TX,78942
776,"TILLERY WRECKER SERVICES, INC.",,0001075VSF,GIDDINGS,TX,78942
778,TNT WRECKER SERVICE,,005062772C,BEAUMONT,TX,77720
779,TNT WRECKER SERVICE,,0000526VSF (Expired!),BEAUMONT,TX,77720
780,TNT WRECKER SERVICE,,0566546VSF,BEAUMONT,TX,77720
781,TNT WRECKER SERVICE,,0655419VSF,WINNIE,TX,77665
782,TONY'S WRECKER SERVICE,,0646845VSF,BROWNSVILLE,TX,78521
783,TONYS WRECKER SERVICE,,006468492C,BROWNSVILLE,TX,78521
784,TOP GUN WRECKER SERVICE & RECOVERY INC,,0593231VSF,BEAUMONT,TX,77707
785,"TOP GUN WRECKER SERVICE & RECOVERY, INC.",,005932308C,BEAUMONT,TX,77707
786,TOW 2 TOW WRECKER,,006536784C,DALLAS,TX,75253
787,TOW MASTER WRECKER SERVICES LLC,,006591302C (Pending Review!),GRAPEVINE,TX,76051
788,TOW PRO WRECKER SERVICE,,0598897VSF,RED OAK,TX,75154
789,TOW PRO WRECKER SERVICE,,005741038C,WAXAHACHIE,TX,75167
790,TOW PRO WRECKER SERVICE,,0574166VSF,RED OAK,TX,75154
791,TOW-AHOLIC WRECKER SERVICE LLC,TOW-AHOLIC,006461756C,HOUSTON,TX,77035
792,"TRANS-MATIC WRECKER SERVICE, LLC",,006510303C,ROSWELL,NM,88201
793,TRI-CITY WRECKER SERVICE,,006467341C,PFLUGERVILLE,TX,78691
794,TURNERS WRECKER SERVICE,,0553797VSF,BEAUMONT,TX,77713
795,TURNERS WRECKER SERVICE,,005252022C,BEAUMONT,TX,77701
796,TYLER BOY WRECKER SERVICE INC.,,005013738C,ROCKWALL,TX,75087
797,TYLER BOY WRECKER SERVICE INC.,,0001644VSF,ROCKWALL,TX,75087
799,UPI WRECKER SERVICES INC,UPI WRECKER SERVICES,006567562C (Expired!),HOUSTON,TX,77048
800,USA WRECKER SERVICE LLC,USA WRECKER SERVICE,006561166C,CEDAR CREEK,TX,78612
801,USA WRECKER SERVICE LLC,USA WRECKER SERVICE,0656123VSF,CEDAR CREEK,TX,78612
802,VELEZ WRECKER SERVICE,,005587540C,HOUSTON,TX,77022
803,W&W WRECKER SERVICES LLC,,006599728C,PASADENA,TX,77503
804,WALDEN WRECKER SERVICE LLC,,0660118VSF (Pending Review!),LIBERTY HILL,TX,78642
805,WALDEN WRECKER SERVICE LLC,,0654857VSF (Expired!),LIBERTY HILL,TX,78642
806,WALDEN WRECKER SERVICE LLC,,0657911VSF,LIBERTY HILL,TX,78642
807,WALDEN WRECKER SERVICE LLC,WALDEN WRECKER SERVICE,006520121C,LIBERTY HILL,TX,78642
808,WALKER'S WRECKER SERVICE,,005456658C,SANTA FE,TX,77517
809,WALKER'S WRECKER SERVICE,,0560542VSF (Suspended!),SANTA FE,TX,77510
810,"WALKER, C. A. WRECKER SERVICE",,005320597C (Expired!),HOUSTON,TX,77021
811,WALLACE & SONS' WRECKER SERVICE LLC,,0657815VSF,HENDERSON,TX,75653
812,"WALLACE & SONS' WRECKER SERVICE, LLC",,006562677C,HENDERSON,TX,75653
813,"WALLACE & SONS' WRECKER SERVICE, LLC",,0656268VSF (Expired!),HENDERSON,TX,75653
814,"WALLACE & SONS' WRECKER SERVICE, LLC",,0659523VSF,HENDERSON,TX,75653
815,WALNUT HILL WRECKER SERVICE,,0001342VSF,DALLAS,TX,75229
816,"WALNUT HILL WRECKER SERVICE, INC.",,0000030286,DALLAS,TX,75229
817,WELLS WOODS WRECKER LLC,WELLS WRECKER SERVICE,0589999VSF,AZLE,TX,76020
818,WELLS WOODS WRECKER LLC,WOODS WRECKER SERVICE,006471403C,AZLE,TX,76020
820,WELLS WOODS WRECKER LLC,WOODS WRECKER SERVICE,0647141VSF,AZLE,TX,76020
821,WELLS WOODS WRECKER LLC.,WELLS WRECKER SERVICE,005868934C,AZLE,TX,76020
822,WHITES WRECKER SERVICE,,006428352C (Insurance not applied !),DURANT,OK,74701
823,WHITTINGTON AUTO WRECKER,WHITTINGTON AUTO WRECKER,006400912C,LEAGUE CITY,TX,77574
824,WILSON WRECKER SERVICE LLC,,0645727VSF,LUBBOCK,TX,79452
825,WILSON WRECKER SERVICE LLC,,0653325VSF,LUBBOCK,TX,79452
826,"WILSON WRECKER SERVICE, L.L.C",,0648625VSF,LUBBOCK,TX,79452
827,"WILSON WRECKER SERVICE, L.L.C.",,006423458C,LUBBOCK,TX,79452
828,"WILSON WRECKER SERVICE, L.L.C.",,0642347VSF,LUBBOCK,TX,79452
829,"WILSON WRECKER SERVICE, L.L.C.",,0654413VSF,LUBBOCK,TX,79452
830,"WILSON WRECKER SERVICE, L.L.C.",,0655582VSF,LUBBOCK,TX,79452
831,"WILSON WRECKER SERVICE, LLC",,0652721VSF,LUBBOCK,TX,79452
832,WINDCREST WRECKER,WINDCREST WRECKER,0660262VSF (Expired!),PINEHURST,TX,77362
833,WINDELL'S BODY SHOP & WRECKER SERVICE,,0653732VSF,NAPLES,TX,75568
834,WINDELL'S BODY SHOP & WRECKER SERVICE,,005356890C,NAPLES,TX,75568
835,WRECK'D TOWING LLC,,006550196C,BOERNE,TX,78006
836,WRECKER-LA GRUA LLC,THE WRECKER LA GRUA,006541309C,AUSTIN,TX,78747
837,WRIGHT'S WRECKER SERVICE,,005388553C,NASH,TX,75569
838,WRIGHT'S WRECKER SERVICE,,0593304VSF (Expired!),NASH,TX,75569
839,WRIGHT'S WRECKER SERVICE,,0508198VSF (Expired!),NASH,TX,75569
841,XTREME WRECKER SERVICES INC.,,0650507VSF,BARSTOW,TX,79719
842,"XTREME WRECKER SERVICES, INC",,006504760C,BARSTOW,TX,79719
